step,good,failed,ambiguous
98,0.40411174299266583,0.42336118303579917,0.1725270739715351
99,0.4060105203591477,0.41745304079746653,0.1765364388433859
100,0.407871698173818,0.41661238652424937,0.17551591530193272
101,0.41217126850700975,0.41331313134555137,0.174515600147439
102,0.4139104513088511,0.4125544554773226,0.17353509321382635
103,0.4131399473225372,0.4093355553688608,0.17752449730860206
104,0.4173351958904078,0.4086556433813586,0.1740091607282337
105,0.4090711326054492,0.40798919499756936,0.18293967239698156
106,0.41087170423702446,0.4098111911362314,0.1793171046267443
107,0.42006236355906357,0.40417136556917727,0.17576627087175925
108,0.4117442969539336,0.4159699523895896,0.1722857506564769
109,0.41101668711326167,0.4126834186789047,0.1762998942078338
110,0.4152539804377515,0.40946196484367886,0.17528405471856975
111,0.4169321194389842,0.40877954969825947,0.1742883308627565
112,0.4161017804401924,0.41058589524878897,0.17331232431101876
113,0.4177631313225648,0.40740597653099114,0.17483089214644412
114,0.41939158416766253,0.401813778975922,0.17879463685641553
115,0.42593828547127316,0.3963323180061018,0.17772939652262512
116,0.4298801016005549,0.3909594008178622,0.17916049758158303
117,0.4362191094896528,0.38816812555414215,0.17561276495620515
118,0.4374820974205508,0.387907370592674,0.17461053198677534
119,0.44119532321420324,0.38765177909578935,0.17115289769000752
120,0.444835019784219,0.3874012488166648,0.16776373139911627
121,0.43602640553106614,0.3995319171569289,0.16444167731200504
122,0.43481796185718363,0.40152138414392036,0.16366065399889604
123,0.42620770518674433,0.41337244584404076,0.16041984896921493
124,0.4251936912226504,0.410137347906535,0.16466896087081465
125,0.4291502517924989,0.40944155883907885,0.16140818936842227
126,0.42560272205403354,0.406284300248206,0.16811297769776046
127,0.4196501929044487,0.40071431410467717,0.1796354929908741
128,0.4113402880944596,0.3977298722412182,0.19092983966432214
129,0.41309592595397526,0.3948045282364416,0.1920995458095831
130,0.4123415511826094,0.3968876068852249,0.19077084193216562
131,0.40912686700077555,0.39645418892710166,0.19441894407212273
132,0.4109263349809582,0.39355410597805013,0.19551955904099158
133,0.4151654174565828,0.39318669793888084,0.1916478846045363
134,0.4168453101802148,0.3953018128311802,0.1878528769886049
135,0.4209671852261512,0.3948997967355133,0.18413301803833548
136,0.42005694393454424,0.394505741354612,0.18543731471084368
137,0.41173898464871167,0.4064957266743227,0.1817652886769656
138,0.4110114800022025,0.40339680139364303,0.18559171860415438
139,0.407823133863545,0.4053097360195115,0.1868671301169434
140,0.4121236658662471,0.4022342957022934,0.18564203843145935
141,0.40396280119562833,0.41407124034185194,0.18196595846251956
142,0.3959635378056159,0.4256737900380529,0.17836267215633106
143,0.3980236657698611,0.4221951011264083,0.17978123310373045
144,0.4025182466457054,0.41878529714370716,0.17869645621058727
145,0.397022835821038,0.42781925165571294,0.17515791252324892
146,0.4064877301612155,0.4218228308308473,0.17168943900793704
147,0.4058642107520825,0.4233708935866721,0.17076489566124523
148,0.40525303826194226,0.4224130541097083,0.17233390762834927
149,0.4071292157221018,0.4239494292758527,0.16892135500204533
150,0.4015424985790899,0.4254553811713804,0.17300212024952957
151,0.40596739959732575,0.4219810171877887,0.17205158321488542
152,0.4103046788132203,0.4185754524910008,0.17111986869577878
153,0.4145560713119684,0.4152373247189018,0.17020660396912968
154,0.41624803029588986,0.4169157935363493,0.16683617616776078
155,0.42285698019102075,0.4136105302980057,0.16353248951097343
156,0.4243845647416936,0.41284596534160956,0.16276946991669672
157,0.4308323951428482,0.40962129276058756,0.1595463120965641
158,0.4346772982093265,0.4064604750821601,0.15886222670851333
159,0.43597081705666657,0.4033622478528104,0.16066693509052296
160,0.43723872166940586,0.40527586670721016,0.1574854116233839
161,0.4384815192601107,0.4022010970694436,0.1593173836704456
162,0.4421749545222867,0.3991872139591576,0.1586378315185556
163,0.4408447574030335,0.39623301170254066,0.16292223089442578
164,0.4420161483455477,0.39333730850051013,0.16464654315394212
165,0.44563959095256656,0.39297419348069806,0.16138621556673532
166,0.44671603469608007,0.39014302133256545,0.16314094397135442
167,0.44777116272190026,0.3898431595239998,0.16238567775409987
168,0.4512806446481993,0.38707398804827703,0.16164536730352363
169,0.4547206318828884,0.38435965165128144,0.1609197164658301
170,0.4580925005584748,0.3792238169651174,0.16268368247640771
171,0.46139759955731685,0.37666492950046165,0.1619374709422214
172,0.4596867560017264,0.37168146554995746,0.16863177844831603
173,0.4629602855858507,0.36927193157867116,0.16776778283547808
174,0.46616899280197244,0.36691011115137073,0.16692089604665672
175,0.4643636662118344,0.36707030697015547,0.16856602681801006
176,0.46011884113833273,0.36722733059450885,0.1726538282671584
177,0.46090856705638555,0.36738124484016216,0.1717101881034523
178,0.4641579023621997,0.36753211127897084,0.16830998635882946
179,0.4648676468698789,0.3701552377882982,0.16497711534182294
180,0.46556333703087144,0.36777592614892596,0.1666607368202027
181,0.466245251149072,0.36791897711627397,0.1658357717346541
182,0.46196316696790224,0.3705344429159517,0.1675023901161461
183,0.4627163715823992,0.3681476222641507,0.16913600615345012
184,0.4659299087787873,0.3658080653876329,0.16826202583357983
185,0.464129316525742,0.36846533141956095,0.16740535205469706
186,0.4549386369905788,0.3809709684211538,0.1640903945882674
187,0.4508804461590822,0.38332797894746756,0.16579157489345023
188,0.4419521204925657,0.39306405857227017,0.1649838209351641
189,0.43320059335409905,0.4050825920658886,0.16171681458001233
190,0.4345233538817407,0.3995364021239898,0.16594024399426952
191,0.4259189310325973,0.41142677039876224,0.16265429856864042
192,0.42986113041809043,0.4082302006878957,0.16190866889401387
193,0.42877477139991044,0.4100474244366502,0.16117780416343933
194,0.42770992444149636,0.414303911081469,0.1579861644770346
195,0.4192404209872093,0.42590185343629144,0.15485772557649924
196,0.4233148680963735,0.4248938959425035,0.151791235961123
197,0.42483338555981165,0.42638114552780043,0.1487854689123879
198,0.4287970808952609,0.42288844957675487,0.14831446952798416
199,0.43020703968941415,0.4194649159217696,0.15032804438881617
200,0.43158907850744554,0.4185844225371801,0.14982649895537425
201,0.4230427601211595,0.41524611714040427,0.16171112273843613
202,0.4220914183365821,0.4169244118504953,0.16098416981292255
203,0.4236341625279369,0.41361897795246566,0.16274685951959736
204,0.4226711098046114,0.41285424571578316,0.16447464447960533
205,0.42667762248174784,0.4096294091669558,0.16369296835129632
206,0.428129550749436,0.4089436782923626,0.16292677095820135
207,0.4295527279623184,0.4082715262469693,0.1621757457907122
208,0.4210467333492032,0.4076126841430689,0.1713405825077278
209,0.4226101643719912,0.4044916408927111,0.17289819473529755
210,0.4216673888398726,0.4039076480037465,0.17442496315638076
211,0.4133175395559147,0.4157114569541674,0.17097100348991778
212,0.4175092714458966,0.4099547944402235,0.1725359341138798
213,0.4191427512192452,0.40678737276813987,0.17406987601261484
214,0.4207438848584681,0.4036826723172856,0.17557344282424622
215,0.42231331288107266,0.40311469860803245,0.1745719885108948
216,0.4263269106458039,0.40008272437817044,0.17359036497602562
217,0.4277857837023227,0.3995860367667215,0.1726281795309558
218,0.43664151075772223,0.39414868950401416,0.1692097997382636
219,0.43542088678232177,0.3912942600088852,0.17328485320879305
220,0.4366996811034639,0.3909716013948478,0.17232871750168824
221,0.4379531527647815,0.3906553320602964,0.17139151517492213
222,0.43670655568033034,0.3878700779600925,0.17542336635957714
223,0.43548464368666046,0.3876152249311798,0.17690013138215976
224,0.4367621754948454,0.3848901709721465,0.17834765353300808
225,0.43801440964346233,0.3822190784776486,0.17976651187888912
226,0.42934085697725516,0.3944523640523486,0.17620677897039627
227,0.43321529545295306,0.3915919211998269,0.1751927833472201
228,0.43701301237467677,0.3912633683047808,0.17172361932054248
229,0.44073552698111884,0.38846607388290394,0.17079839913597727
230,0.4419090809022848,0.38324892390502463,0.17484199519269059
231,0.44305939613194256,0.38061033135244987,0.1763302725156076
232,0.4441869328422011,0.3804992356821043,0.17531383147569457
233,0.4452921420928506,0.38039033992602306,0.17431751798112635
234,0.44637546601180406,0.38028360052154736,0.1733409334666486
235,0.44743733797196633,0.3826542222933979,0.16990843973463576
236,0.44847818276460066,0.3825026535351128,0.16901916370028655
237,0.45197366429401453,0.3823540861383779,0.1656722495676076
238,0.4529246808426479,0.3822084606702912,0.1648668584870609
239,0.45385686538041725,0.3771152238253349,0.1690279107942478
240,0.4547705908184288,0.3745980906802788,0.1706313185012924
241,0.4531909751586579,0.3746060492806693,0.17220297556067274
242,0.4565931340664073,0.37213860276026,0.17126826317333269
243,0.46240317101558737,0.36972001656698755,0.1678768124174251
244,0.46809815772815,0.36487407564486896,0.16702776662698104
245,0.46872987737709754,0.3650745889984359,0.16619553362446657
246,0.46687384020131345,0.37022162684005105,0.16290453295863555
247,0.465054556236931,0.37526674314024805,0.159678700622821
248,0.4632712976975858,0.3752614610978669,0.1614672412045473
249,0.46399859873327715,0.3752562836503844,0.16074511761633845
250,0.46471149776826176,0.37772645625136686,0.15756204598037135
251,0.4555092898916625,0.3900487046424289,0.15444200546590856
252,0.4588655415769761,0.3872754629663412,0.15385899545668263
253,0.4497790952091152,0.3994086221155226,0.15081228267536217
254,0.4507735685713109,0.4014005305884825,0.1478259008402065
255,0.45422359691643344,0.3984025002797997,0.14737390280376678
256,0.4551300603438308,0.4004143319574274,0.1444556076987417
257,0.4461175839013787,0.41228731548302294,0.1415951006155983
258,0.4496598099627375,0.4115489528001908,0.1387912372370716
259,0.45065664540901995,0.4083499636358306,0.1409933909551494
260,0.45410898906428687,0.4052143207915567,0.14067669014415635
261,0.45501772195410295,0.40214076988479325,0.14284150816110375
262,0.4583837076579821,0.3991280813722231,0.14248821096979475
263,0.4493068025558438,0.39369980253316916,0.1569933949109869
264,0.4527858757725598,0.3933295094137005,0.15388461481373963
265,0.4561960564503309,0.392966548831251,0.15083739471841806
266,0.4595387087978491,0.39013552806231533,0.15032576313983553
267,0.46033992248502037,0.3898358146353388,0.14982426287964076
268,0.4636005180793764,0.38706678860295585,0.1493326933176677
269,0.46432129989958676,0.3893030898187389,0.14637561028167426
270,0.46502780881246625,0.38654461279262525,0.14842757839490844
271,0.46819557497459563,0.3838407590739594,0.14796366595144492
272,0.4688253655691581,0.38119044701308896,0.14998418741775293
273,0.46944268506283815,0.38354311142867137,0.1470142035084905
274,0.4700477804081285,0.3784234458558264,0.15152877373604515
275,0.4607399035683636,0.3907318924725427,0.14852820395909375
276,0.4615173312204752,0.3928956173740765,0.14558705140544834
277,0.4672298593151193,0.39006600118845125,0.14270413949642954
278,0.46540352546729513,0.3922429120560067,0.14235356247669825
279,0.4685638516956655,0.39190146825291744,0.1395346800514171
280,0.47661209225614737,0.38661629066375075,0.13677161708010188
281,0.4770752191421643,0.38391101758130025,0.1390137632765355
282,0.48247967024826005,0.38125931426285864,0.13626101548888134
283,0.47292561737205685,0.3935116050695347,0.13356277755840842
284,0.4709864962359765,0.3956202861572667,0.13339321760675676
285,0.46166003096397695,0.4075882012828654,0.1307517677531576
286,0.46241923827162096,0.4044676428416205,0.13311311888675845
287,0.4532624216721829,0.41626036278535083,0.1304772155424662
288,0.45418791827273375,0.41049283084900723,0.13531925087825894
289,0.44519409810891725,0.4221662401391259,0.13263966175195677
290,0.4462793634928991,0.4187570076611234,0.13496362884597743
291,0.4498183859979902,0.4178905322618932,0.1322910817401165
292,0.44833683380001016,0.4170412147913607,0.13462195140862904
293,0.44935986679406936,0.413733467963809,0.13690666524212153
294,0.4503626417090383,0.41049122107343655,0.13914613721752506
295,0.4538208072197504,0.4097884246165368,0.13639076816371268
296,0.45473524668074544,0.40909954492115985,0.1361652083980946
297,0.4556315784296416,0.40842430640786953,0.13594411516248875
298,0.4466091709359853,0.42013867657801074,0.13325215248600383
299,0.4501416626006193,0.41924484139824814,0.13061349600113248
300,0.4412279663114981,0.4183687059250155,0.1404033277634863
301,0.4423917689587952,0.41750991966907464,0.14009831137213014
302,0.44600777353386856,0.4166681390815682,0.1373240873845632
303,0.4495521740579504,0.41584302741658663,0.13460479852546292
304,0.4406501508092781,0.4175095021212087,0.14184034706951318
305,0.44430064287246074,0.4141924822772243,0.1415068748503149
306,0.4429283529145902,0.41341639351925946,0.14365525356615025
307,0.43415749444103396,0.41018042533075927,0.15566208022820666
308,0.43546130643230063,0.4070085357202492,0.1575301578474501
309,0.4342640528395818,0.4014242082802443,0.16431173888017386
310,0.4405162498130554,0.39842570910637803,0.16105804108056646
311,0.43179315575735133,0.41033807130229133,0.15786877294035723
312,0.43809428138591866,0.4071630599893747,0.1547426586247066
313,0.4417953847248114,0.4065261677123574,0.15167844756283122
314,0.447898446413429,0.40342663963884534,0.14867491394772564
315,0.4390291702468265,0.4127647259826306,0.14820610377054294
316,0.44271176093500814,0.40954166210178644,0.14774657696320545
317,0.44632142903530503,0.4063824212680877,0.14729614969660731
318,0.4523348660841109,0.40328573965881864,0.14437939425707053
319,0.4532787301220493,0.40272562600220835,0.1439956438757424
320,0.4517286562582463,0.39970135618038244,0.14856998756137127
321,0.4526845244511523,0.3967369728896818,0.1505785026591659
322,0.451146217036278,0.39383129025820296,0.15502249270551904
323,0.452113618679124,0.3909831458966544,0.15690323542422163
324,0.4580123589032997,0.3881914004333543,0.15379624066334596
325,0.4613190448656106,0.38297968953368394,0.15570126560070546
326,0.46208500437322225,0.38282167587955157,0.15509331974722615
327,0.4628357963658317,0.3801915436839169,0.15697265995025136
328,0.46604696871502316,0.37761349331393834,0.15633953797103847
329,0.466719305968191,0.3750864934463356,0.15819420058547334
330,0.4698535771371377,0.375084780704824,0.15506164215803822
331,0.4729257835304617,0.3701326068294809,0.15694160964005727
332,0.47346190662886845,0.3702289908526595,0.15630910251847197
333,0.4764626609530493,0.3678482187565672,0.1556891202903834
334,0.47197825182526615,0.3679898381871302,0.16003190998760353
335,0.4725331379277361,0.3656534057477811,0.16181345632448266
336,0.4755522837113453,0.36336323929733,0.16108447699132458
337,0.47356114938042754,0.3685441652518383,0.157894685367734
338,0.47408469097685474,0.3661967560389306,0.1597185529842145
339,0.4770731129377091,0.36389583017677357,0.1590310568855172
340,0.48247760575082377,0.36164046720297605,0.15588192704620002
341,0.4852998313795203,0.359429764882125,0.15527040373835446
342,0.4855909238274506,0.3597380863696077,0.1546709898029415
343,0.4883514995932437,0.3575650549563481,0.154083445450408
344,0.4885821629676349,0.3554350538681036,0.1559827831642613
345,0.4912835062752065,0.35334723101923027,0.15536926270556306
346,0.48898086258658857,0.35377599872181975,0.1572431386915915
347,0.4916743108522007,0.35419627597485304,0.15412941317294612
348,0.49678967103334526,0.35213298338129156,0.15107734558536304
349,0.49932848942872454,0.352585795591563,0.1480857149797123
350,0.4993417866677597,0.35302964122341324,0.1476285721088269
351,0.4894538304961209,0.365840935456613,0.14470523404726598
352,0.4847121704862967,0.36354705554658107,0.1517407739671221
353,0.4825396522588453,0.3662490940506092,0.15121125369054542
354,0.48783589676857114,0.3614718842674288,0.15069221896399995
355,0.4880767700998866,0.3642150152720342,0.14770821462807915
356,0.48831287366226506,0.3644285793260533,0.14725854701168153
357,0.4860690543818242,0.3621626668641513,0.1517682787540245
358,0.4838696671663425,0.3648921190054552,0.1512382138282022
359,0.4767633371234446,0.374993265163763,0.14824339771279227
360,0.4747482215368417,0.37994389357636177,0.14530788488679638
361,0.47772350427868643,0.37737074716890906,0.14490574855240437
362,0.47816462300584117,0.3748485541556633,0.14698682283849537
363,0.4686960166096859,0.38475254318228386,0.14655144020803013
364,0.47179114499365254,0.38208417599055544,0.1461246790157919
365,0.4673992411323921,0.3893696378521286,0.1432311210154792
366,0.4705200482386814,0.3866098430431755,0.14287010871814296
367,0.4612028195606877,0.39628093526014235,0.14251624517916983
368,0.461971080559486,0.3933842830767732,0.14464463636374073
369,0.4651993759939516,0.39302023786733215,0.14178038613871616
370,0.46341324973664566,0.39266340147391965,0.14392334878943466
371,0.45423674974186057,0.4046898687714658,0.1410733814866736
372,0.4551429527172693,0.40162670305321896,0.14323034422951172
373,0.45850645860405603,0.3986241940818681,0.14286934731407586
374,0.45685286536437175,0.3932058932089598,0.14994124142666843
375,0.45770726407002776,0.39037013294739625,0.15192260298257598
376,0.46101999151418566,0.3875905263543785,0.15138948213143585
377,0.4617918728703404,0.38734120900082647,0.15086691812883316
378,0.4625484694471653,0.38709682862457245,0.1503547019282622
379,0.4632900839135581,0.3843820399389373,0.15232787614750454
380,0.4615417654202203,0.38172100944509696,0.15673722513468266
381,0.4697290571940773,0.3766374250996495,0.1536335177062731
382,0.4678532342793431,0.3766050008402505,0.1555417648804063
383,0.46848980389757394,0.3740979711206416,0.1574122249817844
384,0.46416327312732497,0.3815415756529061,0.15429515121976886
385,0.4549719211842096,0.39378827712512576,0.15123980169066453
386,0.45833881383402725,0.3934162320335391,0.14824495413243355
387,0.45173804524325445,0.4004772967457462,0.14778465801099921
388,0.44279273741665537,0.41234903344385027,0.14485822913949428
389,0.44887604954701865,0.40913420109842746,0.1419897493545538
390,0.43998741490252324,0.4158840188984586,0.1441285661990181
391,0.44117578292425547,0.41754968189056835,0.14127453518517616
392,0.4423406189059534,0.4142318664075868,0.1434275146864598
393,0.4434823888286078,0.41345499776585243,0.1430626134055398
394,0.4446015494458631,0.40774301761207316,0.14765543294206376
395,0.4456985484667371,0.4070946410256955,0.14720681050756745
396,0.449249072259475,0.4064591035796421,0.14429182416088296
397,0.45025404112562406,0.4033609035087581,0.14638505536561794
398,0.451239109618186,0.4027993014590797,0.14596158892273442
399,0.45467991932871693,0.40224882024206826,0.14307126042921492
400,0.45310209914398986,0.39923399211846294,0.1476639087375473
401,0.4540307704480693,0.3987541110864142,0.14721511846551666
402,0.4574162997461273,0.39333323759955446,0.14925046265431832
403,0.4557842938105604,0.39049495566689,0.15372075052254966
404,0.45913509987371764,0.3877128773368526,0.15315202278942985
405,0.45994430581681234,0.3874611371915684,0.15259455699161936
406,0.45083649778083584,0.3896896295244086,0.15947387269475563
407,0.45676052752775,0.38692349824669753,0.15631597422555255
408,0.4551415071806658,0.3916378844200303,0.153220608399304
409,0.4461288040681774,0.4036846589859703,0.15018653694585243
410,0.442245065373758,0.4031166459367431,0.15463828868949892
411,0.44586397497031727,0.402559880670669,0.1515761443590138
412,0.43703498536694463,0.414390378083131,0.1485746365499244
413,0.4407570648646289,0.4136103705963363,0.1456325645390348
414,0.4419301922930521,0.41037056127759697,0.14769924642935095
415,0.4406048419506154,0.4047196590740802,0.15467549897530442
416,0.4417809836941676,0.4016559034488509,0.15656311285698155
417,0.4379833404526989,0.4036033113013489,0.1584133482459522
418,0.43921139311700186,0.40551215662211426,0.15527645026088385
419,0.4354646328572592,0.4024327079761318,0.16210265916660893
420,0.4367425609194917,0.3994142385112579,0.16384320056925034
421,0.44047043100029387,0.3964555407189558,0.16307402828075032
422,0.44412448187157516,0.3960306785265012,0.15984483960192358
423,0.4353299376760984,0.4079904670705309,0.15667959525337063
424,0.43413528544488855,0.40238669544537187,0.16347801910973955
425,0.4255385471192472,0.4142206222682358,0.16024083061251698
426,0.4294882788594601,0.4109687287579737,0.15954299238256614
427,0.43831029313947084,0.4053059816538554,0.15638372520667373
428,0.4395318714931447,0.40718111073001667,0.15328701777683862
429,0.44072926017644876,0.4040686134878381,0.1552021263357131
430,0.4419029381927567,0.3985425023296631,0.15955455947758015
431,0.4455286225849794,0.3980763141647193,0.15639506325030134
432,0.4466072637219105,0.39761935744858623,0.1557733788295033
433,0.44766454562840735,0.39222095433079246,0.16011450004080025
434,0.448700891259528,0.3918799453341431,0.15941916340632895
435,0.4521919627197354,0.39154568899089276,0.15626234828937194
436,0.45313865652726537,0.3912180515851325,0.1556432918876022
437,0.45406660392276504,0.39089690204879324,0.15503649402844177
438,0.4574514236470667,0.3881068643844607,0.15444171196847262
439,0.4632444647629664,0.38537207499070897,0.15138346024632465
440,0.46644754466865024,0.3826914398423781,0.15086101548897168
441,0.45968620715045916,0.38501438162767754,0.15529941122186333
442,0.45800925255342034,0.3823408295162384,0.15964991793034128
443,0.45884075250285755,0.3821954665555208,0.15896378094162164
444,0.45965578710676136,0.38205298206927285,0.15829123082396576
445,0.4629299299363304,0.37943807153324766,0.1576319985304219
446,0.4636639907296704,0.3793501889286289,0.15698582034170067
447,0.46438351566571656,0.3792640465736065,0.1563524377606769
448,0.4675640401079796,0.37670436248304007,0.15573159740898032
449,0.46820633634346515,0.37419536520614816,0.15759829845038664
450,0.4688359138416143,0.37421129856840263,0.15695278758998293
451,0.4595520343596022,0.38660315404229567,0.1538448115981021
452,0.462828231699016,0.3838981410909631,0.15327362721002086
453,0.4660395538435899,0.3837219402772807,0.15023850587912935
454,0.4642367904011426,0.38354922858862167,0.1522139810102357
455,0.4624697252446843,0.3784294418838965,0.15910083287141916
456,0.4607376514774629,0.37836153214362134,0.16090081637891582
457,0.4639903712501864,0.37829496715067834,0.1577146615991353
458,0.4671786807303807,0.3782297202764075,0.15459159899321182
459,0.4653533603198781,0.37816576541944896,0.15648087426067298
460,0.4660394323927518,0.3805783245200539,0.1533822430871943
461,0.45681092878101415,0.3903688527473796,0.1528202184716063
462,0.4601414054388159,0.3875892715048572,0.15226932305632696
463,0.46093068453903735,0.38733997899981054,0.15172933646115216
464,0.45922908682539304,0.3895708705047648,0.15120004266984222
465,0.45261068906647434,0.38680709089080906,0.16058222004271663
466,0.45354909126317783,0.38657328711079303,0.15987762162602917
467,0.4544689112381644,0.3863441131085991,0.1591869756532365
468,0.45537051695622055,0.388594724730211,0.15603475831356844
469,0.4562542690957013,0.3883255222603058,0.15542020864399284
470,0.44721953109380624,0.39796264063138886,0.15481782827480486
471,0.4482646888939289,0.39998318240106434,0.15175212870500673
472,0.4393881604009798,0.41186470354163734,0.14874713605738282
473,0.44801413742274254,0.406184214362595,0.14580164821466238
474,0.4515188079688269,0.4030914576425436,0.14538973438862945
475,0.45247883157340457,0.40005994362982,0.1474612247967754
476,0.44351885471056485,0.4119399447460612,0.1445412005433739
477,0.44958778828065266,0.4087332131669313,0.141678998552416
478,0.45306129742361,0.40558998122303164,0.14134872135335827
479,0.44408978658353854,0.4124099815948528,0.1435002318216086
480,0.44767216704723084,0.4091939423553508,0.14313389059741832
481,0.44870836175916684,0.4060415870611854,0.14525005117964768
482,0.4521992852886883,0.40295165464413224,0.1448490600671794
483,0.45562108161960535,0.40239815653236727,0.14198076184802733
